id,GAME_DATE,SEASON_ID,TEAM_ABBREVIATION_HOME,FGM_HOME,FG_PCT_HOME,FG3M_HOME,FG3_PCT_HOME,FTM_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,AST_HOME,TOV_HOME,PF_HOME,PTS_HOME,TEAM_ABBREVIATION_AWAY,FGM_AWAY,FG_PCT_AWAY,FG3M_AWAY,FG3_PCT_AWAY,FTM_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,AST_AWAY,TOV_AWAY,PF_AWAY,PTS_AWAY,ratio
2053,2008-02-24,22007,PHX,32.0,0.41600000000000004,4.0,0.333,18.0,0.621,5.0,27.0,19.0,14.0,13.0,86,DET,46.0,0.517,9.0,0.5,15.0,0.833,11.0,37.0,26.0,10.0,23.0,116,0.32977438386848723
2052,2008-02-23,22007,WAS,45.0,0.479,6.0,0.4,14.0,0.778,22.0,24.0,24.0,7.0,17.0,110,CHA,37.0,0.5,4.0,0.28600000000000003,17.0,0.7390000000000001,10.0,26.0,21.0,14.0,19.0,95,0.5859991310123517
2051,2008-02-23,22007,MIL,40.0,0.435,6.0,0.333,29.0,0.8059999999999999,20.0,33.0,20.0,17.0,24.0,115,DEN,38.0,0.442,8.0,0.364,25.0,0.735,9.0,31.0,22.0,14.0,26.0,109,0.5317060652714425
2050,2008-02-23,22007,UTA,39.0,0.47,4.0,0.333,18.0,0.9,11.0,26.0,26.0,12.0,19.0,100,ATL,36.0,0.48,7.0,0.467,15.0,0.882,10.0,33.0,23.0,22.0,22.0,94,0.5365956188037803
2049,2008-02-23,22007,MIA,37.0,0.451,7.0,0.35,15.0,0.938,8.0,25.0,21.0,18.0,18.0,96,PHI,40.0,0.48200000000000004,2.0,0.222,19.0,0.7040000000000001,17.0,33.0,20.0,23.0,16.0,101,0.4699536429250706
2073,2008-02-26,22007,MIN,38.0,0.43200000000000005,7.0,0.438,28.0,0.718,15.0,28.0,18.0,13.0,28.0,111,UTA,32.0,0.46399999999999997,6.0,0.462,30.0,0.833,9.0,30.0,26.0,24.0,26.0,100,0.5615200109896102
2048,2008-02-23,22007,LAC,36.0,0.45,1.0,0.071,22.0,0.759,9.0,36.0,26.0,16.0,28.0,95,LAL,39.0,0.46399999999999997,10.0,0.385,25.0,0.7140000000000001,7.0,33.0,27.0,11.0,22.0,113,0.3986194090552822
2044,2008-02-22,22007,CHA,36.0,0.439,11.0,0.44,32.0,0.711,9.0,32.0,21.0,14.0,29.0,115,SAC,40.0,0.46,9.0,0.529,27.0,0.75,15.0,38.0,21.0,20.0,30.0,116,0.4948702778144245
2046,2008-02-23,22007,SAS,37.0,0.48100000000000004,7.0,0.318,17.0,1.0,8.0,35.0,26.0,11.0,18.0,98,NOH,34.0,0.436,7.0,0.412,14.0,0.737,7.0,28.0,13.0,7.0,22.0,89,0.5568295520911157
2045,2008-02-22,22007,SEA,36.0,0.462,5.0,0.625,22.0,0.7859999999999999,15.0,29.0,13.0,16.0,25.0,99,POR,29.0,0.37200000000000005,4.0,0.222,25.0,0.833,14.0,27.0,17.0,13.0,22.0,87,0.5759652216727112
2043,2008-02-22,22007,MEM,30.0,0.375,4.0,0.211,19.0,0.7040000000000001,13.0,27.0,16.0,17.0,22.0,83,DAL,38.0,0.5,9.0,0.474,13.0,0.722,13.0,34.0,32.0,22.0,22.0,98,0.4028219435668896
2042,2008-02-22,22007,NOH,32.0,0.4,2.0,0.182,14.0,0.56,12.0,26.0,20.0,10.0,17.0,80,HOU,42.0,0.494,6.0,0.316,10.0,0.769,15.0,40.0,21.0,13.0,21.0,100,0.37078509665363274
2041,2008-02-22,22007,IND,39.0,0.44799999999999995,12.0,0.429,23.0,0.7929999999999999,16.0,27.0,21.0,15.0,20.0,113,NJN,38.0,0.48700000000000004,10.0,0.455,17.0,0.63,10.0,29.0,22.0,23.0,26.0,103,0.5546807860400528
2040,2008-02-22,22007,DET,46.0,0.517,7.0,0.368,28.0,0.778,16.0,26.0,33.0,6.0,23.0,127,MIL,37.0,0.493,4.0,0.4,22.0,0.667,9.0,23.0,16.0,15.0,26.0,100,0.6379482602371696
2054,2008-02-24,22007,ORL,40.0,0.48200000000000004,11.0,0.5,21.0,0.7240000000000001,8.0,34.0,24.0,8.0,23.0,112,SAC,35.0,0.43200000000000005,6.0,0.4,17.0,0.654,9.0,33.0,19.0,16.0,24.0,93,0.6083975880713746
2047,2008-02-23,22007,NJN,35.0,0.467,6.0,0.462,26.0,0.867,9.0,48.0,25.0,17.0,22.0,102,IND,33.0,0.39799999999999996,9.0,0.31,16.0,0.64,4.0,29.0,21.0,10.0,24.0,91,0.5672030168390415
2055,2008-02-24,22007,CLE,42.0,0.519,7.0,0.368,18.0,0.72,10.0,36.0,27.0,19.0,28.0,109,MEM,33.0,0.423,4.0,0.267,19.0,0.679,8.0,25.0,12.0,16.0,19.0,89,0.617848530620349
2063,2008-02-25,22007,IND,37.0,0.425,10.0,0.37,14.0,0.9329999999999999,11.0,28.0,19.0,11.0,27.0,98,TOR,34.0,0.479,7.0,0.389,27.0,0.818,11.0,35.0,20.0,17.0,20.0,102,0.47631457980020303
2057,2008-02-24,22007,POR,34.0,0.45299999999999996,12.0,0.5710000000000001,22.0,0.846,15.0,16.0,21.0,15.0,20.0,102,BOS,44.0,0.579,14.0,0.667,10.0,0.667,10.0,27.0,25.0,19.0,26.0,112,0.44481158428973616
2039,2008-02-22,22007,CLE,34.0,0.447,12.0,0.375,10.0,0.588,13.0,30.0,23.0,14.0,22.0,90,WAS,32.0,0.457,4.0,0.308,21.0,0.7240000000000001,3.0,28.0,18.0,9.0,17.0,89,0.5066197937764836
2072,2008-02-26,22007,MIL,34.0,0.436,5.0,0.385,32.0,0.865,12.0,30.0,20.0,8.0,16.0,105,CLE,41.0,0.494,10.0,0.417,10.0,0.7140000000000001,12.0,32.0,27.0,13.0,24.0,102,0.517168363591455
2071,2008-02-26,22007,MIA,39.0,0.52,5.0,0.455,24.0,0.75,8.0,32.0,27.0,15.0,20.0,107,SAC,32.0,0.42100000000000004,2.0,0.118,20.0,0.833,9.0,28.0,16.0,17.0,26.0,86,0.6266334804151832
2070,2008-02-26,22007,HOU,40.0,0.48200000000000004,7.0,0.259,7.0,0.583,12.0,43.0,25.0,11.0,20.0,94,WAS,26.0,0.313,4.0,0.308,13.0,0.565,9.0,28.0,11.0,7.0,9.0,69,0.6754141986299047
2069,2008-02-26,22007,NJN,35.0,0.42700000000000005,12.0,0.462,10.0,0.625,8.0,32.0,25.0,13.0,34.0,92,ORL,34.0,0.523,5.0,0.294,29.0,0.674,3.0,34.0,16.0,12.0,16.0,102,0.4391662088519407
2068,2008-02-26,22007,LAL,36.0,0.474,9.0,0.474,15.0,0.882,6.0,35.0,19.0,12.0,19.0,96,POR,30.0,0.361,2.0,0.1,21.0,0.9129999999999999,11.0,30.0,12.0,12.0,20.0,83,0.5853688844106391
2067,2008-02-26,22007,GSW,45.0,0.441,6.0,0.28600000000000003,9.0,0.818,17.0,25.0,24.0,12.0,16.0,105,SEA,45.0,0.506,0.0,0.0,9.0,0.6920000000000001,15.0,37.0,30.0,25.0,18.0,99,0.5348066079458673
2066,2008-02-25,22007,NOH,35.0,0.467,10.0,0.417,12.0,0.545,11.0,31.0,19.0,16.0,17.0,92,WAS,34.0,0.425,6.0,0.333,21.0,0.875,10.0,25.0,11.0,9.0,18.0,95,0.48099683147599803
2065,2008-02-25,22007,DEN,32.0,0.36,7.0,0.292,22.0,0.759,17.0,29.0,25.0,8.0,14.0,93,DET,38.0,0.43200000000000005,5.0,0.278,17.0,0.895,11.0,36.0,29.0,12.0,25.0,98,0.46901173650788736
2064,2008-02-25,22007,DAL,39.0,0.48100000000000004,9.0,0.643,15.0,0.882,10.0,36.0,21.0,22.0,22.0,102,CHI,33.0,0.39799999999999996,5.0,0.385,23.0,0.7929999999999999,8.0,31.0,13.0,17.0,16.0,94,0.5482436783339698
