id,GAME_DATE,SEASON_ID,TEAM_ABBREVIATION_HOME,FGM_HOME,FG_PCT_HOME,FG3M_HOME,FG3_PCT_HOME,FTM_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,AST_HOME,TOV_HOME,PF_HOME,PTS_HOME,TEAM_ABBREVIATION_AWAY,FGM_AWAY,FG_PCT_AWAY,FG3M_AWAY,FG3_PCT_AWAY,FTM_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,AST_AWAY,TOV_AWAY,PF_AWAY,PTS_AWAY,ratio
9224,2014-02-22,22013,GSW,37.0,0.435,6.0,0.3,13.0,0.765,12.0,38.0,26.0,10.0,22.0,93,BKN,32.0,0.41,2.0,0.095,20.0,0.833,7.0,32.0,11.0,16.0,14.0,86,0.5462319918067401
9225,2014-02-22,22013,DET,40.0,0.488,2.0,0.182,20.0,0.667,9.0,30.0,21.0,12.0,19.0,102,DAL,44.0,0.489,8.0,0.348,17.0,0.773,16.0,34.0,31.0,14.0,19.0,113,0.4396152810324937
9230,2014-02-22,22013,WAS,36.0,0.486,3.0,0.214,19.0,0.731,9.0,33.0,23.0,17.0,15.0,94,NOP,35.0,0.43200000000000005,6.0,0.462,17.0,0.81,8.0,30.0,20.0,15.0,22.0,93,0.5063366195254033
9227,2014-02-22,22013,MIL,35.0,0.42200000000000004,9.0,0.333,21.0,0.6559999999999999,15.0,37.0,20.0,14.0,32.0,100,IND,36.0,0.45,9.0,0.5,29.0,0.725,10.0,30.0,19.0,9.0,23.0,110,0.44376761590111374
9228,2014-02-22,22013,ATL,32.0,0.43200000000000005,16.0,0.516,27.0,0.818,7.0,33.0,19.0,10.0,18.0,107,NYK,39.0,0.43799999999999994,10.0,0.35700000000000004,10.0,0.625,8.0,33.0,22.0,10.0,24.0,98,0.5518705615962111
9229,2014-02-22,22013,SAC,38.0,0.521,5.0,0.556,24.0,0.857,3.0,35.0,18.0,18.0,27.0,105,BOS,34.0,0.391,6.0,0.28600000000000003,24.0,0.667,15.0,27.0,17.0,14.0,19.0,98,0.5407874405872581
9226,2014-02-22,22013,UTA,37.0,0.46799999999999997,3.0,0.158,27.0,0.75,5.0,29.0,16.0,8.0,25.0,104,MIN,43.0,0.512,11.0,0.5,24.0,0.727,12.0,37.0,30.0,11.0,24.0,121,0.4112459277687432
9223,2014-02-21,22013,CHA,31.0,0.38799999999999996,3.0,0.2,25.0,0.6940000000000001,14.0,33.0,17.0,11.0,16.0,90,NOP,35.0,0.42200000000000004,9.0,0.391,8.0,0.727,6.0,32.0,20.0,12.0,27.0,87,0.5200758703997076
9250,2014-02-25,22013,ATL,38.0,0.452,14.0,0.424,13.0,0.813,11.0,31.0,21.0,16.0,22.0,103,CHI,37.0,0.42,8.0,0.333,25.0,0.862,15.0,33.0,24.0,12.0,15.0,107,0.4774411667790017
9221,2014-02-21,22013,TOR,40.0,0.43,7.0,0.333,11.0,0.846,12.0,30.0,23.0,9.0,23.0,98,CLE,32.0,0.39,6.0,0.3,21.0,0.7240000000000001,17.0,30.0,21.0,15.0,18.0,91,0.5437964453998967
9220,2014-02-21,22013,POR,39.0,0.429,7.0,0.35,17.0,1.0,12.0,33.0,16.0,12.0,19.0,102,UTA,37.0,0.451,6.0,0.462,14.0,0.778,9.0,31.0,20.0,16.0,18.0,94,0.5482436783339698
9219,2014-02-21,22013,DET,47.0,0.54,8.0,0.4,13.0,0.44799999999999995,16.0,30.0,32.0,11.0,20.0,115,ATL,40.0,0.455,13.0,0.419,14.0,0.7,12.0,29.0,25.0,10.0,22.0,107,0.5426175436430805
9218,2014-02-21,22013,ORL,49.0,0.495,9.0,0.563,22.0,0.846,7.0,42.0,29.0,11.0,19.0,129,NYK,45.0,0.474,15.0,0.441,16.0,0.696,7.0,37.0,24.0,13.0,21.0,121,0.537860342401417
9217,2014-02-21,22013,PHX,42.0,0.512,5.0,0.2,17.0,0.68,9.0,34.0,19.0,15.0,20.0,106,SAS,29.0,0.349,2.0,0.095,25.0,0.9259999999999999,15.0,32.0,12.0,18.0,17.0,85,0.6279114232257192
9231,2014-02-22,22013,CHA,30.0,0.366,8.0,0.4,24.0,0.889,9.0,33.0,16.0,11.0,18.0,92,MEM,34.0,0.43,4.0,0.267,17.0,0.773,7.0,35.0,17.0,15.0,24.0,89,0.5196325839571985
9216,2014-02-21,22013,CHI,42.0,0.5,10.0,0.588,23.0,0.852,11.0,39.0,28.0,14.0,22.0,117,DEN,35.0,0.402,7.0,0.467,12.0,0.545,12.0,28.0,12.0,14.0,23.0,89,0.656623668459359
9222,2014-02-21,22013,MEM,42.0,0.483,5.0,0.333,13.0,0.867,6.0,36.0,27.0,12.0,30.0,102,LAC,31.0,0.38799999999999996,7.0,0.292,27.0,0.628,13.0,34.0,23.0,12.0,15.0,96,0.535858421072182
9232,2014-02-23,22013,LAL,39.0,0.513,7.0,0.412,17.0,0.654,10.0,27.0,17.0,17.0,24.0,102,BKN,36.0,0.474,12.0,0.48,24.0,0.75,12.0,29.0,28.0,19.0,20.0,108,0.46618533474572005
9247,2014-02-25,22013,CLE,34.0,0.405,5.0,0.294,20.0,0.833,14.0,29.0,24.0,12.0,21.0,93,TOR,35.0,0.44299999999999995,10.0,0.313,19.0,0.792,10.0,29.0,27.0,15.0,21.0,99,0.4630243148016764
9234,2014-02-23,22013,CLE,30.0,0.385,2.0,0.111,21.0,0.8079999999999999,13.0,38.0,15.0,13.0,12.0,83,WAS,41.0,0.42700000000000005,8.0,0.4,6.0,0.6,15.0,33.0,26.0,5.0,19.0,96,0.41463111558936105
9215,2014-02-21,22013,LAL,40.0,0.48200000000000004,7.0,0.318,14.0,0.737,9.0,37.0,23.0,18.0,19.0,101,BOS,38.0,0.392,4.0,0.182,12.0,0.706,16.0,31.0,23.0,15.0,19.0,92,0.5550747990164709
9249,2014-02-25,22013,SAC,36.0,0.4,5.0,0.278,26.0,0.8390000000000001,12.0,25.0,17.0,12.0,27.0,103,HOU,41.0,0.569,11.0,0.5,36.0,0.857,7.0,38.0,25.0,21.0,26.0,129,0.3697131272326883
9248,2014-02-25,22013,IND,47.0,0.465,5.0,0.313,19.0,0.76,21.0,41.0,25.0,17.0,21.0,118,LAL,39.0,0.433,8.0,0.348,12.0,0.6,10.0,32.0,22.0,17.0,23.0,98,0.6082946853213407
9246,2014-02-25,22013,PHX,42.0,0.442,3.0,0.2,14.0,0.778,18.0,32.0,19.0,19.0,30.0,101,MIN,42.0,0.483,5.0,0.278,21.0,0.6559999999999999,10.0,28.0,24.0,15.0,21.0,110,0.44959607678111974
9245,2014-02-24,22013,NOP,37.0,0.425,7.0,0.389,29.0,0.8290000000000001,20.0,30.0,24.0,9.0,23.0,110,LAC,43.0,0.518,16.0,0.5710000000000001,21.0,0.8079999999999999,10.0,30.0,34.0,9.0,28.0,123,0.43419924975202556
9244,2014-02-24,22013,UTA,44.0,0.55,6.0,0.353,16.0,0.762,11.0,27.0,25.0,13.0,21.0,110,BOS,37.0,0.44,4.0,0.267,20.0,0.9520000000000001,13.0,18.0,16.0,16.0,18.0,98,0.568017105571042
9243,2014-02-24,22013,DET,40.0,0.40399999999999997,4.0,0.308,12.0,0.667,16.0,29.0,26.0,9.0,23.0,96,GSW,38.0,0.46299999999999997,13.0,0.419,15.0,0.682,11.0,33.0,27.0,13.0,19.0,104,0.4527164085138788
9233,2014-02-23,22013,PHX,42.0,0.488,11.0,0.423,17.0,0.708,9.0,25.0,16.0,16.0,18.0,112,HOU,41.0,0.526,5.0,0.313,28.0,0.875,10.0,33.0,25.0,22.0,19.0,115,0.48434341536948144
9242,2014-02-24,22013,NYK,40.0,0.526,14.0,0.424,14.0,0.875,11.0,30.0,23.0,21.0,24.0,108,DAL,41.0,0.47700000000000004,15.0,0.417,13.0,0.813,11.0,23.0,27.0,10.0,19.0,110,0.48912984838390894
9240,2014-02-23,22013,OKC,43.0,0.462,12.0,0.414,19.0,0.792,10.0,27.0,26.0,14.0,30.0,117,LAC,42.0,0.519,13.0,0.433,28.0,0.718,10.0,34.0,26.0,17.0,23.0,125,0.46089221063537317
9239,2014-02-23,22013,TOR,34.0,0.523,9.0,0.529,28.0,0.778,9.0,41.0,23.0,24.0,22.0,105,ORL,36.0,0.414,5.0,0.35700000000000004,13.0,0.765,9.0,23.0,20.0,9.0,25.0,90,0.5903317814395314
9238,2014-02-23,22013,DEN,33.0,0.375,15.0,0.469,14.0,0.667,10.0,30.0,23.0,19.0,28.0,95,SAC,37.0,0.474,5.0,0.385,30.0,0.833,10.0,35.0,18.0,21.0,21.0,109,0.41926137617100384
9237,2014-02-23,22013,POR,40.0,0.48200000000000004,13.0,0.464,15.0,0.938,12.0,34.0,19.0,12.0,23.0,108,MIN,37.0,0.39399999999999996,9.0,0.321,14.0,0.7,21.0,27.0,18.0,14.0,21.0,97,0.5633049453954597
9251,2014-02-25,22013,DEN,37.0,0.359,4.0,0.2,17.0,0.654,27.0,37.0,19.0,15.0,25.0,95,POR,28.0,0.368,12.0,0.387,32.0,0.8420000000000001,7.0,34.0,17.0,13.0,21.0,100,0.4696460948965046
9236,2014-02-23,22013,MIA,37.0,0.42,9.0,0.391,10.0,0.7140000000000001,15.0,26.0,22.0,8.0,19.0,93,CHI,29.0,0.358,6.0,0.28600000000000003,15.0,0.882,15.0,36.0,18.0,19.0,15.0,79,0.5954806659107668
9235,2014-02-23,22013,CLE,30.0,0.385,2.0,0.111,21.0,0.8079999999999999,13.0,38.0,15.0,13.0,12.0,83,WAS,41.0,0.42700000000000005,8.0,0.4,6.0,0.6,15.0,33.0,26.0,5.0,19.0,96,0.41463111558936105
