id,GAME_DATE,SEASON_ID,TEAM_ABBREVIATION_HOME,FGM_HOME,FG_PCT_HOME,FG3M_HOME,FG3_PCT_HOME,FTM_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,AST_HOME,TOV_HOME,PF_HOME,PTS_HOME,TEAM_ABBREVIATION_AWAY,FGM_AWAY,FG_PCT_AWAY,FG3M_AWAY,FG3_PCT_AWAY,FTM_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,AST_AWAY,TOV_AWAY,PF_AWAY,PTS_AWAY,ratio
15403,2019-02-08,22018,WAS,46.0,0.5,12.0,0.343,15.0,0.938,10.0,38.0,35.0,16.0,19.0,119,CLE,36.0,0.375,12.0,0.316,22.0,0.88,17.0,35.0,21.0,14.0,16.0,106,0.5681168430758045
15402,2019-02-08,22018,SAC,37.0,0.41100000000000003,9.0,0.34600000000000003,19.0,0.76,10.0,36.0,18.0,14.0,17.0,102,MIA,38.0,0.43200000000000005,11.0,0.333,9.0,0.474,11.0,38.0,26.0,20.0,21.0,96,0.535858421072182
15401,2019-02-08,22018,DAL,36.0,0.414,22.0,0.415,13.0,0.65,9.0,28.0,23.0,14.0,15.0,107,MIL,51.0,0.5479999999999999,10.0,0.278,10.0,0.833,10.0,41.0,25.0,13.0,21.0,122,0.4228888415481725
15400,2019-02-08,22018,DET,42.0,0.488,13.0,0.433,23.0,0.7929999999999999,11.0,35.0,24.0,13.0,27.0,120,NYK,35.0,0.449,7.0,0.318,26.0,0.634,10.0,29.0,22.0,13.0,23.0,103,0.5895360407963408
15399,2019-02-08,22018,BKN,39.0,0.415,13.0,0.317,15.0,0.938,6.0,27.0,26.0,13.0,21.0,106,CHI,46.0,0.541,14.0,0.5,19.0,0.792,8.0,42.0,27.0,18.0,21.0,125,0.40353606745256304
15398,2019-02-08,22018,PHX,39.0,0.386,6.0,0.194,23.0,0.767,19.0,29.0,23.0,12.0,28.0,107,GSW,41.0,0.506,10.0,0.345,25.0,0.7140000000000001,9.0,40.0,30.0,18.0,23.0,117,0.44725994052368007
15394,2019-02-07,22018,IND,49.0,0.563,9.0,0.409,9.0,0.818,7.0,35.0,26.0,19.0,20.0,116,LAC,37.0,0.435,6.0,0.353,12.0,0.632,9.0,27.0,23.0,21.0,19.0,92,0.633989373312738
15396,2019-02-07,22018,OKC,43.0,0.478,17.0,0.386,14.0,0.636,11.0,33.0,29.0,11.0,25.0,117,MEM,34.0,0.442,7.0,0.292,20.0,0.87,8.0,37.0,19.0,24.0,21.0,95,0.6209691946733451
15395,2019-02-07,22018,ATL,36.0,0.45,16.0,0.457,13.0,0.52,8.0,34.0,25.0,17.0,25.0,101,TOR,40.0,0.46,13.0,0.325,26.0,0.7879999999999999,12.0,38.0,29.0,8.0,23.0,119,0.40403340569585106
15393,2019-02-07,22018,POR,49.0,0.5379999999999999,11.0,0.355,18.0,1.0,4.0,29.0,26.0,8.0,14.0,127,SAS,48.0,0.527,12.0,0.5710000000000001,10.0,0.7140000000000001,10.0,33.0,19.0,18.0,16.0,118,0.5434404109416964
15392,2019-02-07,22018,ORL,45.0,0.542,11.0,0.423,21.0,0.9129999999999999,10.0,31.0,23.0,13.0,16.0,122,MIN,46.0,0.465,10.0,0.385,10.0,0.833,16.0,27.0,23.0,12.0,19.0,112,0.5504991212556429
15391,2019-02-07,22018,BOS,46.0,0.489,16.0,0.421,20.0,1.0,11.0,37.0,35.0,8.0,16.0,128,LAL,50.0,0.515,22.0,0.537,7.0,0.389,10.0,33.0,35.0,8.0,19.0,129,0.49538921249128226
15390,2019-02-06,22018,SAC,39.0,0.429,11.0,0.333,12.0,0.6,20.0,34.0,21.0,22.0,22.0,101,HOU,45.0,0.45,20.0,0.392,17.0,0.9440000000000001,13.0,29.0,17.0,12.0,19.0,127,0.36751606943821885
15404,2019-02-08,22018,NOP,43.0,0.473,9.0,0.3,27.0,0.9640000000000001,8.0,37.0,27.0,11.0,21.0,122,MIN,46.0,0.505,9.0,0.429,16.0,0.727,10.0,39.0,22.0,16.0,20.0,117,0.5247741090276432
15397,2019-02-08,22018,PHI,39.0,0.5,10.0,0.455,29.0,0.9059999999999999,7.0,35.0,23.0,17.0,12.0,117,DEN,46.0,0.489,6.0,0.231,12.0,0.9229999999999999,8.0,32.0,35.0,13.0,19.0,110,0.5364884571909746
15405,2019-02-09,22018,CHI,49.0,0.505,6.0,0.261,21.0,0.75,14.0,31.0,28.0,11.0,15.0,125,WAS,55.0,0.579,12.0,0.444,12.0,0.857,6.0,33.0,38.0,13.0,23.0,134,0.4588987621140267
15423,2019-02-11,22018,IND,38.0,0.514,8.0,0.32,15.0,0.882,5.0,34.0,25.0,12.0,22.0,99,CHA,29.0,0.322,7.0,0.175,25.0,0.758,21.0,30.0,15.0,7.0,15.0,90,0.5562323840988862
15407,2019-02-09,22018,BOS,39.0,0.424,9.0,0.34600000000000003,25.0,0.8059999999999999,8.0,37.0,21.0,12.0,29.0,112,LAC,40.0,0.47600000000000003,12.0,0.4,31.0,0.775,6.0,43.0,28.0,17.0,27.0,123,0.44471827710186734
15422,2019-02-11,22018,DET,44.0,0.518,15.0,0.417,18.0,0.857,10.0,38.0,25.0,16.0,21.0,121,WAS,42.0,0.5,14.0,0.359,14.0,0.737,7.0,30.0,31.0,14.0,21.0,112,0.5456676886744708
15421,2019-02-11,22018,HOU,42.0,0.467,23.0,0.383,13.0,0.867,9.0,29.0,28.0,11.0,26.0,120,DAL,35.0,0.479,13.0,0.361,21.0,0.778,3.0,30.0,21.0,18.0,17.0,104,0.5839837899229764
15420,2019-02-11,22018,CLE,38.0,0.4,14.0,0.318,17.0,0.895,17.0,39.0,20.0,18.0,16.0,107,NYK,42.0,0.457,7.0,0.269,13.0,0.65,10.0,36.0,21.0,10.0,17.0,104,0.5168431013755143
15419,2019-02-11,22018,CHI,37.0,0.385,9.0,0.321,16.0,0.889,9.0,36.0,24.0,14.0,22.0,99,MIL,38.0,0.475,12.0,0.316,24.0,0.828,5.0,44.0,24.0,17.0,18.0,112,0.4274143827078976
15418,2019-02-10,22018,SAC,38.0,0.452,9.0,0.29,32.0,0.727,11.0,38.0,26.0,12.0,21.0,117,PHX,38.0,0.418,6.0,0.222,22.0,0.733,15.0,39.0,22.0,17.0,31.0,104,0.5693367916529695
15417,2019-02-10,22018,ATL,37.0,0.46299999999999997,13.0,0.406,21.0,0.84,5.0,28.0,27.0,11.0,21.0,108,ORL,43.0,0.473,13.0,0.35100000000000003,25.0,0.893,11.0,38.0,29.0,8.0,21.0,124,0.4188694091089818
15416,2019-02-10,22018,DAL,36.0,0.414,12.0,0.324,18.0,0.7829999999999999,11.0,28.0,20.0,16.0,20.0,102,POR,42.0,0.488,9.0,0.31,8.0,0.5710000000000001,12.0,36.0,24.0,19.0,26.0,101,0.5058372204308725
15415,2019-02-10,22018,GSW,44.0,0.537,13.0,0.361,19.0,0.731,7.0,29.0,28.0,12.0,16.0,120,MIA,48.0,0.457,18.0,0.419,4.0,0.5,21.0,31.0,32.0,16.0,22.0,118,0.5099569011212282
15414,2019-02-10,22018,PHI,56.0,0.5770000000000001,12.0,0.5,19.0,0.8640000000000001,7.0,35.0,33.0,8.0,17.0,143,LAL,48.0,0.516,10.0,0.37,14.0,0.737,9.0,34.0,31.0,16.0,21.0,120,0.6024266196974875
15413,2019-02-09,22018,MEM,38.0,0.43200000000000005,8.0,0.276,15.0,0.833,10.0,35.0,27.0,12.0,24.0,99,NOP,34.0,0.395,6.0,0.182,16.0,0.593,17.0,35.0,25.0,15.0,22.0,90,0.5562323840988862
15412,2019-02-09,22018,ATL,46.0,0.535,14.0,0.424,14.0,0.737,10.0,26.0,26.0,18.0,18.0,120,CHA,48.0,0.545,19.0,0.452,14.0,0.778,10.0,27.0,30.0,14.0,17.0,129,0.45725460448181926
15411,2019-02-09,22018,IND,45.0,0.536,9.0,0.34600000000000003,6.0,0.6,6.0,37.0,31.0,10.0,13.0,105,CLE,35.0,0.44299999999999995,16.0,0.444,4.0,0.444,5.0,25.0,23.0,13.0,13.0,90,0.5903317814395314
15410,2019-02-09,22018,MIL,31.0,0.326,6.0,0.171,15.0,0.833,12.0,39.0,18.0,10.0,16.0,83,ORL,44.0,0.46799999999999997,10.0,0.37,5.0,0.833,9.0,48.0,28.0,12.0,20.0,103,0.37480552693528907
15409,2019-02-09,22018,UTA,47.0,0.522,16.0,0.39,15.0,0.75,9.0,43.0,29.0,11.0,17.0,125,SAS,40.0,0.449,7.0,0.318,18.0,0.9,5.0,31.0,24.0,9.0,17.0,105,0.6018591300752444
15408,2019-02-09,22018,HOU,37.0,0.43,16.0,0.35600000000000004,22.0,0.733,7.0,32.0,18.0,12.0,26.0,112,OKC,40.0,0.449,13.0,0.382,24.0,0.8,12.0,41.0,20.0,19.0,24.0,117,0.4741456050644187
15406,2019-02-09,22018,NYK,39.0,0.415,10.0,0.4,11.0,0.579,15.0,42.0,22.0,15.0,26.0,99,TOR,33.0,0.384,14.0,0.4,24.0,0.828,10.0,37.0,27.0,12.0,15.0,104,0.4708400308706001
15389,2019-02-06,22018,DAL,38.0,0.40399999999999997,11.0,0.306,12.0,0.706,15.0,42.0,25.0,13.0,12.0,99,CHA,36.0,0.40399999999999997,9.0,0.243,12.0,0.706,8.0,39.0,17.0,14.0,17.0,93,0.5369756851983235
15371,2019-02-04,22018,BKN,33.0,0.324,5.0,0.119,23.0,0.821,16.0,40.0,23.0,13.0,21.0,94,MIL,43.0,0.426,10.0,0.256,17.0,0.68,15.0,44.0,29.0,11.0,20.0,113,0.39262283910041773
15387,2019-02-06,22018,UTA,42.0,0.5,11.0,0.393,21.0,0.6559999999999999,12.0,31.0,29.0,16.0,18.0,116,PHX,35.0,0.467,3.0,0.17600000000000002,15.0,0.789,7.0,29.0,23.0,22.0,25.0,88,0.6580734273386315
15365,2019-02-02,22018,CHA,43.0,0.524,14.0,0.438,25.0,0.862,9.0,27.0,25.0,7.0,21.0,125,CHI,42.0,0.519,9.0,0.375,25.0,1.0,8.0,31.0,20.0,10.0,20.0,118,0.5340922683465583
15364,2019-02-02,22018,MIN,42.0,0.47200000000000003,11.0,0.324,11.0,0.688,8.0,33.0,27.0,10.0,15.0,106,DEN,42.0,0.47200000000000003,13.0,0.394,10.0,0.7140000000000001,15.0,33.0,29.0,10.0,16.0,107,0.49443680842747356
15363,2019-02-02,22018,SAC,42.0,0.457,11.0,0.3670000000000001,20.0,0.833,12.0,38.0,22.0,16.0,19.0,115,PHI,41.0,0.441,7.0,0.212,19.0,0.76,14.0,32.0,19.0,14.0,22.0,108,0.5371409945625075
15362,2019-02-02,22018,UTA,31.0,0.36,11.0,0.268,25.0,0.6940000000000001,14.0,37.0,19.0,23.0,21.0,98,HOU,40.0,0.46,15.0,0.385,30.0,0.8109999999999999,8.0,40.0,17.0,14.0,29.0,125,0.35968522142118753
15361,2019-02-02,22018,DET,35.0,0.42200000000000004,17.0,0.405,14.0,0.7,7.0,31.0,21.0,14.0,27.0,101,LAC,40.0,0.488,10.0,0.5,21.0,0.618,11.0,36.0,22.0,13.0,24.0,111,0.4442944739832541
15360,2019-02-02,22018,MIA,30.0,0.423,9.0,0.3,19.0,0.731,10.0,33.0,21.0,24.0,19.0,88,IND,38.0,0.42700000000000005,7.0,0.292,12.0,0.706,14.0,29.0,26.0,14.0,20.0,95,0.4547739535260068
15359,2019-02-02,22018,CLE,34.0,0.4,4.0,0.174,26.0,0.7879999999999999,11.0,33.0,20.0,6.0,22.0,98,DAL,40.0,0.47600000000000003,16.0,0.41,15.0,0.789,9.0,41.0,20.0,13.0,26.0,111,0.42672796039354505
15358,2019-02-02,22018,ORL,41.0,0.436,10.0,0.37,10.0,0.833,7.0,42.0,25.0,14.0,17.0,102,BKN,33.0,0.363,10.0,0.263,13.0,0.813,8.0,42.0,23.0,19.0,11.0,89,0.5800837909669472
15357,2019-02-02,22018,PHX,45.0,0.469,12.0,0.375,10.0,0.556,10.0,27.0,31.0,10.0,23.0,112,ATL,43.0,0.512,14.0,0.438,18.0,0.6920000000000001,16.0,37.0,21.0,24.0,18.0,118,0.4691192958784732
15356,2019-02-02,22018,SAS,44.0,0.478,9.0,0.391,16.0,0.889,10.0,40.0,29.0,11.0,16.0,113,NOP,43.0,0.44799999999999995,10.0,0.28600000000000003,12.0,1.0,5.0,37.0,26.0,9.0,16.0,108,0.526788853177987
15355,2019-02-02,22018,GSW,43.0,0.473,11.0,0.324,18.0,0.9470000000000001,7.0,37.0,31.0,10.0,17.0,115,LAL,42.0,0.43799999999999994,7.0,0.259,10.0,0.588,13.0,36.0,23.0,15.0,18.0,101,0.5763124087266
15354,2019-02-01,22018,CHA,32.0,0.43799999999999994,12.0,0.414,24.0,0.857,6.0,34.0,15.0,12.0,17.0,100,MEM,35.0,0.43799999999999994,9.0,0.31,13.0,0.765,9.0,31.0,23.0,14.0,22.0,92,0.5492434551147036
15353,2019-02-01,22018,DEN,51.0,0.622,14.0,0.452,20.0,0.87,10.0,26.0,37.0,8.0,14.0,136,HOU,45.0,0.529,16.0,0.364,16.0,0.762,11.0,19.0,23.0,10.0,24.0,122,0.5640123431184125
15352,2019-02-01,22018,UTA,46.0,0.529,12.0,0.343,24.0,0.8,11.0,40.0,31.0,15.0,22.0,128,ATL,39.0,0.39799999999999996,14.0,0.304,20.0,0.833,8.0,32.0,23.0,11.0,27.0,112,0.5784635778521735
15424,2019-02-11,22018,DEN,38.0,0.42700000000000005,16.0,0.4320000000000001,11.0,0.846,10.0,35.0,27.0,15.0,17.0,103,MIA,34.0,0.415,9.0,0.273,10.0,0.625,7.0,40.0,23.0,19.0,16.0,87,0.5987129979614884
15366,2019-02-02,22018,WAS,43.0,0.462,10.0,0.303,19.0,0.731,12.0,34.0,28.0,12.0,19.0,115,MIL,45.0,0.495,17.0,0.436,24.0,1.0,6.0,40.0,30.0,12.0,19.0,131,0.42342512502407437
15367,2019-02-03,22018,NYK,28.0,0.37799999999999995,12.0,0.3,16.0,0.727,6.0,39.0,20.0,15.0,16.0,84,MEM,37.0,0.40700000000000003,9.0,0.34600000000000003,13.0,0.722,10.0,39.0,25.0,8.0,20.0,96,0.42153642214782644
15368,2019-02-03,22018,BOS,54.0,0.593,13.0,0.382,13.0,0.765,5.0,33.0,36.0,14.0,22.0,134,OKC,45.0,0.489,14.0,0.4,25.0,0.735,11.0,31.0,25.0,11.0,18.0,129,0.5225159934315439
15369,2019-02-03,22018,TOR,43.0,0.457,9.0,0.273,26.0,0.8390000000000001,16.0,40.0,21.0,16.0,28.0,121,LAC,38.0,0.42700000000000005,2.0,0.16699999999999998,25.0,0.862,7.0,29.0,15.0,13.0,24.0,103,0.5942868882169994
15386,2019-02-06,22018,BKN,46.0,0.511,19.0,0.5589999999999999,24.0,0.727,5.0,35.0,36.0,14.0,22.0,135,DEN,50.0,0.505,13.0,0.371,17.0,0.81,12.0,36.0,32.0,13.0,26.0,130,0.5223462481981449
15385,2019-02-06,22018,CHI,45.0,0.495,16.0,0.444,14.0,0.737,9.0,27.0,27.0,8.0,23.0,120,NOP,45.0,0.529,15.0,0.429,20.0,0.667,14.0,32.0,26.0,12.0,18.0,125,0.4758318168922831
15384,2019-02-06,22018,GSW,55.0,0.579,16.0,0.471,15.0,0.7140000000000001,14.0,38.0,42.0,12.0,20.0,141,SAS,35.0,0.43200000000000005,12.0,0.375,20.0,0.9520000000000001,4.0,26.0,24.0,18.0,19.0,102,0.6829528608668701
15383,2019-02-05,22018,OKC,46.0,0.5,13.0,0.433,27.0,0.73,8.0,41.0,25.0,17.0,25.0,132,ORL,42.0,0.467,11.0,0.297,27.0,0.794,8.0,32.0,27.0,18.0,29.0,122,0.5465425391391059
15382,2019-02-05,22018,MEM,36.0,0.419,15.0,0.441,21.0,0.7240000000000001,12.0,27.0,18.0,8.0,18.0,108,MIN,39.0,0.44799999999999995,9.0,0.31,19.0,0.95,16.0,39.0,26.0,17.0,23.0,106,0.5110732779067916
15381,2019-02-05,22018,CHA,39.0,0.419,15.0,0.35700000000000004,22.0,0.846,11.0,33.0,19.0,5.0,19.0,115,LAC,42.0,0.483,18.0,0.75,15.0,0.882,8.0,40.0,25.0,11.0,24.0,117,0.48978565096735704
15380,2019-02-05,22018,IND,56.0,0.5710000000000001,19.0,0.5589999999999999,5.0,0.625,10.0,30.0,37.0,10.0,20.0,136,LAL,35.0,0.467,4.0,0.19,20.0,0.769,3.0,31.0,25.0,19.0,14.0,94,0.7058646449196367
15388,2019-02-06,22018,MIL,56.0,0.602,19.0,0.633,17.0,0.654,8.0,26.0,33.0,15.0,20.0,148,WAS,48.0,0.522,17.0,0.459,16.0,0.8420000000000001,8.0,32.0,34.0,24.0,23.0,129,0.58069758272285
15379,2019-02-05,22018,POR,42.0,0.452,15.0,0.385,9.0,0.75,7.0,26.0,30.0,13.0,21.0,108,MIA,45.0,0.542,7.0,0.318,21.0,0.84,8.0,38.0,18.0,12.0,15.0,118,0.44772385126459024
15377,2019-02-05,22018,NYK,36.0,0.4,9.0,0.273,11.0,0.733,13.0,31.0,17.0,11.0,23.0,92,DET,37.0,0.46799999999999997,12.0,0.353,19.0,0.792,6.0,35.0,22.0,11.0,21.0,105,0.4223223565555404
15376,2019-02-05,22018,PHI,31.0,0.44299999999999995,7.0,0.292,38.0,0.927,5.0,29.0,20.0,18.0,22.0,107,TOR,41.0,0.461,11.0,0.355,26.0,0.813,15.0,27.0,27.0,13.0,27.0,119,0.43735138646824906
15375,2019-02-04,22018,NOP,39.0,0.433,9.0,0.237,20.0,0.833,13.0,42.0,26.0,17.0,19.0,107,IND,41.0,0.451,10.0,0.35700000000000004,17.0,0.708,8.0,35.0,25.0,9.0,17.0,109,0.4890292252658259
