Unnamed: 0,id,GAME_DATE,SEASON_ID,TEAM_ABBREVIATION,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,OREB,DREB,AST,TOV,PF,HOA,ENEMY,RATIO
0,0,20151027,22015,CLE,38,0.404,9,0.31,10,0.588,11,39,26,11,21,0,CHI,0.489584463
1,0,20151027,22015,DET,37,0.385,12,0.414,20,0.769,23,36,23,15,15,0,ATL,0.559784775
2,0,20151027,22015,CHI,37,0.425,7,0.368,16,0.696,7,40,13,13,22,1,CLE,0.510415537
3,0,20151027,22015,GSW,41,0.4270000000000001,9,0.3,20,0.909,21,35,29,20,29,1,NOP,0.57720416
4,0,20151027,22015,ATL,37,0.451,8,0.29600000000000004,12,0.8,7,33,22,15,25,1,DET,0.440215225
5,0,20151027,22015,NOP,35,0.422,6,0.333,19,0.7040000000000001,8,25,21,19,26,0,GSW,0.42279584
6,0,20151028,22015,MEM,29,0.354,2,0.125,16,0.727,11,29,15,16,18,1,CLE,0.339525041
7,0,20151028,22015,MIN,38,0.458,5,0.25,31,0.838,6,33,24,8,26,0,LAL,0.504484215
8,0,20151028,22015,OKC,42,0.488,7,0.368,21,0.955,11,34,21,19,19,1,SAS,0.527502103
9,0,20151028,22015,WAS,33,0.393,7,0.25,15,0.6,15,34,17,18,14,0,ORL,0.505714099
10,0,20151028,22015,TOR,36,0.45,7,0.389,27,0.6920000000000001,9,41,19,21,24,1,IND,0.534106574
11,0,20151028,22015,CHA,33,0.393,6,0.25,22,0.759,11,32,16,9,16,0,MIA,0.449623448
12,0,20151028,22015,UTA,35,0.467,2,0.16699999999999998,15,0.7140000000000001,4,34,15,12,25,0,DET,0.4720888170000001
13,0,20151028,22015,SAC,41,0.436,11,0.458,11,0.611,12,37,24,18,27,1,LAC,0.467476337
14,0,20151028,22015,LAC,42,0.525,6,0.316,21,0.677,6,36,20,15,19,0,SAC,0.532523663
15,0,20151028,22015,SAS,45,0.484,5,0.333,11,0.846,7,29,22,13,18,0,OKC,0.4724978970000001
16,0,20151028,22015,MIL,30,0.349,9,0.5,28,0.903,18,29,17,18,27,1,NYK,0.387313218
17,0,20151028,22015,POR,44,0.5,12,0.375,12,0.857,6,45,22,12,21,1,NOP,0.586716558
18,0,20151028,22015,MIA,36,0.493,12,0.6,20,0.952,2,39,23,13,25,1,CHA,0.550376552
19,0,20151028,22015,ORL,37,0.37,5,0.192,8,0.667,17,39,20,16,22,1,WAS,0.494285901
20,0,20151028,22015,BKN,39,0.419,0,0.0,22,0.7859999999999999,16,29,19,13,18,1,CHI,0.430570506
21,0,20151028,22015,LAL,35,0.389,9,0.265,32,0.914,12,36,18,14,29,1,MIN,0.495515785
22,0,20151028,22015,HOU,30,0.345,8,0.229,17,0.654,15,29,17,17,19,1,DEN,0.395890411
23,0,20151028,22015,NYK,42,0.452,9,0.391,29,0.8290000000000001,19,30,24,11,28,0,MIL,0.612686782
24,0,20151028,22015,PHI,34,0.41,7,0.318,20,0.87,14,32,12,24,22,0,BOS,0.418424591
25,0,20151028,22015,DEN,40,0.506,13,0.481,12,0.667,9,40,26,21,26,0,HOU,0.604109589
26,0,20151028,22015,PHX,34,0.391,6,0.25,21,0.636,13,40,15,18,30,1,DAL,0.42279584
27,0,20151028,22015,BOS,39,0.459,8,0.333,26,0.963,10,31,31,17,23,1,PHI,0.5815754089999999
28,0,20151028,22015,DAL,40,0.471,10,0.476,21,0.677,6,42,24,8,25,0,PHX,0.57720416
29,0,20151028,22015,IND,32,0.3720000000000001,9,0.391,26,0.8390000000000001,8,32,23,13,30,0,TOR,0.465893426
30,1,20151028,22015,CLE,41,0.488,13,0.448,11,0.647,12,42,29,19,25,0,MEM,0.660474959
31,1,20151028,22015,DET,30,0.405,7,0.368,25,0.735,8,35,16,12,20,1,UTA,0.527911183
32,1,20151028,22015,CHI,42,0.5379999999999999,14,0.5,17,0.85,5,34,20,20,24,0,BKN,0.569429494
33,1,20151030,22015,GSW,43,0.462,9,0.34600000000000003,17,0.68,11,36,26,8,24,0,HOU,0.597105864
34,1,20151029,22015,ATL,42,0.506,10,0.417,18,0.6920000000000001,7,32,26,16,18,0,NYK,0.551505825
35,1,20151028,22015,NOP,36,0.396,11,0.333,11,0.611,5,34,19,11,17,0,POR,0.4132834420000001
36,1,20151029,22015,MEM,41,0.5,7,0.438,23,0.7929999999999999,12,30,26,14,25,0,IND,0.541787241
37,1,20151030,22015,MIN,30,0.423,2,0.182,33,0.805,7,42,18,18,24,0,DEN,0.5973260970000001
38,1,20151030,22015,OKC,50,0.455,8,0.29600000000000004,31,0.816,22,40,19,21,28,0,ORL,0.510907793
39,1,20151030,22015,WAS,35,0.515,12,0.5710000000000001,36,0.818,8,29,25,21,20,0,MIL,0.521634886
40,1,20151030,22015,TOR,36,0.439,11,0.423,30,0.857,9,44,23,22,33,0,BOS,0.546197279
41,1,20151030,22015,CHA,36,0.409,12,0.4,10,0.769,13,41,23,20,20,0,ATL,0.484297068
42,1,20151030,22015,UTA,36,0.409,7,0.5379999999999999,20,0.8,13,38,19,8,22,0,PHI,0.660355747
43,1,20151030,22015,SAC,52,0.515,6,0.273,22,0.733,16,40,26,14,23,1,LAL,0.572781065
44,1,20151029,22015,LAC,38,0.4370000000000001,8,0.258,20,0.606,8,45,21,8,17,1,DAL,0.582758621
45,1,20151030,22015,SAS,40,0.465,9,0.409,13,1.0,12,44,23,18,16,1,BKN,0.649073554
46,1,20151030,22015,MIL,42,0.512,7,0.292,22,0.7859999999999999,6,26,33,16,32,1,WAS,0.478365114
47,1,20151030,22015,POR,34,0.395,9,0.375,15,0.789,11,31,17,23,33,0,PHX,0.411593075
48,1,20151030,22015,MIA,33,0.429,6,0.28600000000000003,20,0.909,6,32,21,13,20,0,CLE,0.448590206
49,1,20151030,22015,ORL,47,0.443,12,0.364,30,0.789,14,35,25,18,31,1,OKC,0.4890922070000001
50,1,20151030,22015,BKN,31,0.403,5,0.313,8,0.5329999999999999,2,30,17,15,17,0,SAS,0.350926446
51,1,20151030,22015,LAL,41,0.461,11,0.324,21,0.778,8,29,20,19,24,0,SAC,0.427218935
52,1,20151030,22015,HOU,30,0.366,5,0.217,27,0.75,12,37,19,17,20,1,GSW,0.402894136
53,1,20151029,22015,NYK,38,0.409,6,0.207,19,0.905,16,32,21,21,24,1,ATL,0.448494175
54,1,20151030,22015,PHI,19,0.302,6,0.4,27,0.73,8,31,15,19,22,1,UTA,0.33964425299999995
55,1,20151030,22015,DEN,29,0.305,5,0.2,15,0.75,17,34,15,15,27,1,MIN,0.402673903
56,1,20151030,22015,PHX,37,0.446,4,0.222,32,0.762,11,44,17,20,17,1,POR,0.588406925
57,1,20151030,22015,BOS,32,0.376,7,0.269,32,0.78,7,31,23,17,28,1,TOR,0.453802721
58,1,20151029,22015,DAL,35,0.361,6,0.2,12,0.8,14,41,22,13,26,0,LAC,0.417241379
59,1,20151029,22015,IND,37,0.474,12,0.4,17,0.708,10,28,23,20,22,1,MEM,0.458212759
60,2,20151030,22015,CLE,39,0.453,6,0.24,18,0.857,14,35,25,11,19,1,MIA,0.551409794
61,2,20151030,22015,DET,39,0.375,6,0.214,14,0.5,20,41,18,15,19,1,CHI,0.520824295
62,2,20151030,22015,CHI,34,0.405,7,0.318,19,0.731,8,42,18,20,24,0,DET,0.479175705
63,2,20151031,22015,GSW,46,0.5479999999999999,17,0.5670000000000001,25,0.7140000000000001,3,35,26,10,24,0,NOP,0.554951168
64,2,20151030,22015,ATL,36,0.434,8,0.348,17,0.773,8,37,23,15,17,1,CHA,0.5157029320000001
65,2,20151031,22015,NOP,46,0.46,8,0.364,20,0.87,16,32,22,16,23,1,GSW,0.445048832
66,2,20151031,22015,MEM,34,0.425,9,0.391,24,0.857,11,31,26,9,19,1,BKN,0.55194243
67,2,20151102,22015,MIN,34,0.43,3,0.231,30,0.769,8,33,22,15,22,1,POR,0.475859495
68,2,20151101,22015,OKC,45,0.523,13,0.52,14,0.778,13,37,32,19,23,1,DEN,0.612812248
69,2,20151031,22015,WAS,38,0.422,6,0.273,28,0.848,11,32,17,19,32,1,NYK,0.469192291
70,2,20151101,22015,TOR,41,0.456,11,0.44,13,0.65,18,28,22,14,19,1,MIL,0.597500665
71,2,20151101,22015,CHA,32,0.3720000000000001,14,0.378,14,0.933,9,36,27,12,14,1,ATL,0.489248555
72,2,20151031,22015,UTA,39,0.443,6,0.4,13,0.722,15,32,15,17,24,0,IND,0.61962463
73,2,20151031,22015,SAC,43,0.426,6,0.333,17,0.68,19,30,20,14,34,0,LAC,0.477589742
74,2,20151031,22015,LAC,39,0.513,4,0.235,32,0.696,6,35,25,17,22,1,SAC,0.522410258
75,2,20151101,22015,SAS,36,0.434,5,0.263,18,0.72,10,41,22,20,16,0,BOS,0.543871279
76,2,20151101,22015,MIL,29,0.42,5,0.263,24,1.0,7,26,21,18,21,0,TOR,0.402499335
77,2,20151031,22015,POR,33,0.418,8,0.267,16,0.5710000000000001,10,35,20,16,20,1,PHX,0.442598765
78,2,20151101,22015,MIA,42,0.488,9,0.409,16,0.762,11,37,24,15,16,1,HOU,0.5999899000000001
79,2,20151101,22015,ORL,35,0.389,7,0.304,10,0.588,12,31,21,17,19,0,CHI,0.4720888170000001
80,2,20151031,22015,BKN,38,0.481,3,0.231,12,0.667,8,35,21,12,22,0,MEM,0.44805757
81,2,20151101,22015,LAL,31,0.365,10,0.294,21,0.75,8,34,18,12,20,1,DAL,0.449112057
82,2,20151101,22015,HOU,32,0.405,10,0.278,15,0.833,3,31,20,18,23,0,MIA,0.4000101
83,2,20151031,22015,NYK,41,0.477,9,0.474,26,0.813,9,31,21,19,30,0,WAS,0.530807709
84,2,20151102,22015,PHI,38,0.447,7,0.292,17,0.7390000000000001,9,28,22,14,18,1,CLE,0.466222202
85,2,20151101,22015,DEN,35,0.38,9,0.34600000000000003,14,0.737,14,21,20,13,17,0,OKC,0.3871877520000001
86,2,20151031,22015,PHX,39,0.415,11,0.344,12,0.75,11,37,16,13,20,0,POR,0.557401235
87,2,20151101,22015,BOS,35,0.35700000000000004,6,0.207,11,0.7859999999999999,16,29,21,16,23,1,SAS,0.456128721
88,2,20151101,22015,DAL,40,0.46,11,0.3670000000000001,12,0.75,8,41,28,11,22,0,LAL,0.550887943
89,2,20151031,22015,IND,28,0.4,4,0.235,16,0.762,7,27,10,24,19,1,UTA,0.38037537
90,3,20151102,22015,CLE,42,0.519,8,0.364,15,0.75,7,36,28,16,19,0,PHI,0.533777798
91,3,20151103,22015,DET,33,0.384,5,0.227,11,0.647,19,31,14,23,21,1,IND,0.432133676
92,3,20151101,22015,CHI,33,0.379,7,0.25,19,0.8640000000000001,11,36,23,15,16,1,ORL,0.527911183
93,3,20151102,22015,GSW,43,0.512,11,0.44,22,0.733,10,55,32,14,15,1,MEM,0.74838812
94,3,20151101,22015,ATL,37,0.42,7,0.241,13,0.929,9,39,22,11,16,0,CHA,0.510751445
95,3,20151103,22015,NOP,32,0.35600000000000004,12,0.333,18,0.72,10,36,23,14,14,1,ORL,0.454409874
96,3,20151102,22015,MEM,26,0.271,3,0.13,14,0.7,11,33,21,12,24,0,GSW,0.25161188
97,3,20151105,22015,MIN,30,0.353,4,0.333,20,0.909,10,34,16,16,27,1,MIA,0.433628319
98,3,20151102,22015,OKC,40,0.476,10,0.435,15,0.682,14,41,17,25,24,0,HOU,0.476756757
99,3,20151104,22015,WAS,42,0.483,8,0.348,10,0.7140000000000001,4,29,27,10,19,1,SAS,0.5149220489999999
100,3,20151103,22015,TOR,37,0.451,5,0.294,23,0.885,10,37,18,16,26,0,DAL,0.556810276
101,3,20151103,22015,CHA,47,0.516,14,0.609,22,0.957,12,40,26,10,11,1,CHI,0.60519248
102,3,20151104,22015,UTA,33,0.375,5,0.208,21,0.636,16,24,9,9,22,1,POR,0.420508744
103,3,20151103,22015,SAC,29,0.392,7,0.35,24,0.6,8,27,17,14,21,1,MEM,0.427468969
104,3,20151102,22015,LAC,37,0.457,8,0.308,20,0.87,3,43,20,11,18,1,PHX,0.530275229
105,3,20151102,22015,SAS,39,0.494,4,0.308,12,0.706,8,37,21,14,12,0,NYK,0.55600302
106,3,20151102,22015,MIL,38,0.521,9,0.391,18,0.6920000000000001,8,28,24,14,23,0,BKN,0.535132409
107,3,20151102,22015,POR,41,0.461,9,0.3,15,0.75,11,35,18,16,27,0,MIN,0.524140505
108,3,20151103,22015,MIA,38,0.442,5,0.179,11,0.688,13,36,13,19,21,1,ATL,0.468452513
109,3,20151103,22015,ORL,42,0.467,7,0.389,12,1.0,10,45,24,18,18,0,NOP,0.545590126
110,3,20151102,22015,BKN,36,0.456,6,0.316,18,0.818,10,25,21,18,23,1,MIL,0.464867591
111,3,20151103,22015,LAL,36,0.419,6,0.231,31,0.816,11,29,18,11,28,1,DEN,0.452075644
112,3,20151102,22015,HOU,41,0.461,9,0.31,19,0.655,7,27,22,12,22,1,OKC,0.523243243
113,3,20151102,22015,NYK,32,0.36,4,0.308,16,0.762,17,32,17,10,18,1,SAS,0.44399698
114,3,20151104,22015,PHI,34,0.42,6,0.214,13,0.867,12,39,23,19,23,0,MIL,0.477539432
115,3,20151103,22015,DEN,43,0.506,7,0.35,27,0.871,11,38,30,15,23,0,LAL,0.547924356
116,3,20151102,22015,PHX,36,0.3670000000000001,9,0.3,15,0.7140000000000001,16,39,23,10,20,0,LAC,0.469724771
117,3,20151104,22015,BOS,35,0.422,10,0.37,18,0.818,15,34,20,19,22,0,IND,0.48990002
118,3,20151103,22015,DAL,33,0.384,7,0.304,18,0.72,14,30,20,16,25,1,TOR,0.443189724
119,3,20151103,22015,IND,38,0.4320000000000001,7,0.304,11,0.917,12,30,21,16,19,0,DET,0.567866324
120,4,20151104,22015,CLE,33,0.398,7,0.259,23,0.7190000000000001,9,39,21,13,12,1,NYK,0.5547796770000001
121,4,20151106,22015,DET,37,0.5,8,0.364,18,0.5,6,41,15,16,21,0,PHX,0.541594454
