Unnamed: 0,id,GAME_DATE,SEASON_ID,TEAM_ABBREVIATION,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,OREB,DREB,AST,TOV,PF,HOA,ENEMY,RATIO
0,0,20091027,22009,CLE,29,0.414,6,0.353,25,0.7809999999999999,6,26,17,14,22,1,BOS,0.467425941
1,0,20091027,22009,LAC,39,0.448,3,0.2,11,0.688,15,36,27,20,27,0,LAL,0.463399945
2,0,20091027,22009,LAL,35,0.412,4,0.235,25,0.6759999999999999,17,30,17,16,15,1,LAC,0.536600055
3,0,20091027,22009,POR,33,0.429,10,0.476,20,0.909,12,39,23,26,27,1,HOU,0.5490616620000001
4,0,20091027,22009,DAL,30,0.395,4,0.222,27,0.794,11,31,16,10,20,1,WAS,0.443189724
5,0,20091027,22009,BOS,32,0.444,9,0.474,22,0.846,6,32,20,16,27,0,CLE,0.532574059
6,0,20091027,22009,WAS,39,0.464,4,0.308,20,0.833,9,37,19,10,29,0,DAL,0.556810276
7,0,20091027,22009,HOU,30,0.37,5,0.278,22,0.759,10,23,18,16,26,0,POR,0.450938338
8,0,20091028,22009,ORL,45,0.556,16,0.552,14,0.8240000000000001,8,29,28,17,21,1,PHI,0.561710095
9,0,20091028,22009,OKC,39,0.513,8,0.5710000000000001,16,0.8,8,33,20,13,19,1,SAC,0.567748977
10,0,20091028,22009,TOR,34,0.453,5,0.313,28,0.757,7,41,23,13,30,1,CLE,0.55194243
11,0,20091028,22009,MIN,34,0.366,1,0.14300000000000002,26,0.743,18,32,14,10,23,1,NJN,0.510637094
12,0,20091028,22009,DEN,43,0.483,5,0.385,23,0.767,14,28,22,13,25,1,UTA,0.5410266020000001
13,0,20091028,22009,SAC,32,0.405,3,0.188,22,0.7859999999999999,10,27,13,12,23,0,OKC,0.432251023
14,0,20091028,22009,MEM,26,0.361,2,0.16699999999999998,20,0.645,17,32,10,16,26,1,DET,0.372719848
15,0,20091028,22009,PHI,39,0.5,7,0.389,21,0.7,8,26,19,13,21,0,ORL,0.438289905
16,0,20091028,22009,IND,39,0.534,10,0.556,21,0.84,6,34,23,25,26,0,ATL,0.452075644
17,0,20091028,22009,SAS,45,0.523,9,0.375,14,0.7,11,31,29,10,22,1,NOH,0.580805094
18,0,20091028,22009,MIA,47,0.5660000000000001,7,0.467,14,0.8240000000000001,7,36,21,16,20,1,NYK,0.604599067
19,0,20091028,22009,UTA,37,0.457,6,0.6,25,0.862,10,29,26,16,20,0,DEN,0.458973398
20,0,20091028,22009,DET,37,0.514,6,0.375,16,0.552,10,29,20,9,27,0,MEM,0.627280152
21,0,20091028,22009,PHX,41,0.513,7,0.467,20,0.741,10,26,19,14,20,0,LAC,0.509258465
22,0,20091028,22009,NYK,33,0.379,10,0.256,17,0.81,12,27,19,13,17,0,MIA,0.395400933
23,0,20091028,22009,ATL,46,0.529,7,0.583,21,0.7240000000000001,8,27,30,11,25,1,IND,0.547924356
24,0,20091028,22009,GSW,44,0.494,4,0.364,15,0.652,13,28,25,16,22,1,HOU,0.495348938
25,0,20091028,22009,CHA,23,0.311,0,0.0,13,0.52,14,32,10,21,23,0,BOS,0.291419004
26,0,20091028,22009,NJN,34,0.42,0,0.0,25,0.862,14,38,20,22,24,0,MIN,0.489362906
27,0,20091028,22009,NOH,39,0.5,5,0.5,13,0.591,5,28,17,11,19,0,SAS,0.419194906
28,0,20091029,22009,CHI,35,0.417,3,0.188,19,0.679,15,37,20,9,20,1,SAS,0.539486264
29,0,20091030,22009,MIL,34,0.4,7,0.304,11,0.579,12,32,17,20,27,0,PHI,0.430075013
30,1,20091028,22009,CLE,29,0.349,9,0.409,24,0.649,13,36,19,15,27,0,TOR,0.44805757
31,1,20091028,22009,LAC,43,0.5579999999999999,6,0.462,15,0.556,7,28,27,16,24,1,PHX,0.490741535
32,1,20091030,22009,LAL,32,0.395,7,0.304,9,0.643,13,27,19,19,29,1,DAL,0.420057758
33,1,20091029,22009,POR,28,0.34600000000000003,5,0.263,33,0.805,14,30,16,7,30,1,DEN,0.484297068
34,1,20091030,22009,DAL,32,0.416,5,0.333,25,0.7809999999999999,13,33,19,18,21,0,LAL,0.579942242
35,1,20091028,22009,BOS,33,0.434,11,0.379,15,0.789,10,34,28,14,22,1,CHA,0.7085809959999999
36,1,20091030,22009,WAS,35,0.443,5,0.385,14,0.636,8,32,19,15,23,0,ATL,0.441995424
37,1,20091028,22009,HOU,40,0.465,12,0.462,16,0.8,13,28,30,18,22,0,GSW,0.504651062
38,1,20091030,22009,ORL,37,0.493,6,0.28600000000000003,15,0.6,9,39,21,14,18,0,NJN,0.555384615
39,1,20091030,22009,OKC,33,0.434,2,0.182,23,0.767,9,36,23,12,28,0,DET,0.545880026
40,1,20091030,22009,TOR,39,0.443,7,0.318,22,0.7859999999999999,15,21,20,15,29,0,MEM,0.4640107
41,1,20091030,22009,MIN,36,0.419,3,0.214,12,0.706,15,32,18,17,15,1,CLE,0.411694316
42,1,20091029,22009,DEN,28,0.459,3,0.273,38,0.7759999999999999,5,31,11,8,30,0,POR,0.5157029320000001
43,1,20091030,22009,SAC,36,0.375,7,0.292,13,0.65,21,31,21,12,24,0,NOH,0.473563476
44,1,20091030,22009,MEM,42,0.512,3,0.333,28,0.8,18,27,24,17,22,1,TOR,0.5359893
45,1,20091030,22009,PHI,32,0.457,6,0.333,29,0.853,6,39,18,19,22,1,MIL,0.569924987
46,1,20091030,22009,IND,29,0.3670000000000001,4,0.174,21,0.8079999999999999,12,27,16,16,31,1,MIA,0.427755355
47,1,20091029,22009,SAS,33,0.423,4,0.19,15,0.652,8,36,15,13,23,0,CHI,0.460513736
48,1,20091030,22009,MIA,30,0.435,1,0.14300000000000002,35,0.7609999999999999,13,32,16,15,23,0,IND,0.572244645
49,1,20091030,22009,UTA,45,0.5,2,0.222,19,0.76,12,36,26,10,25,1,LAC,0.5619612310000001
50,1,20091030,22009,DET,26,0.371,5,0.294,26,0.765,9,34,12,16,27,1,OKC,0.454119974
