Unnamed: 0,id,GAME_DATE,SEASON_ID,TEAM_ABBREVIATION,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,OREB,DREB,AST,TOV,PF,HOA,ENEMY,RATIO
0,0,20101026,22010,MIA,27,0.365,8,0.4,18,0.72,11,28,15,17,21,0,BOS,0.452488688
1,0,20101026,22010,PHX,36,0.486,9,0.474,11,0.688,7,23,15,19,19,0,POR,0.42964467
2,0,20101026,22010,HOU,38,0.418,8,0.4,26,0.929,16,37,25,21,25,0,LAL,0.490991722
3,0,20101026,22010,POR,43,0.462,10,0.5,10,0.667,18,30,31,15,22,1,PHX,0.57035533
4,0,20101026,22010,LAL,40,0.417,9,0.429,23,0.821,14,30,21,12,24,1,HOU,0.5090082779999999
5,0,20101026,22010,BOS,32,0.464,8,0.5,16,0.64,8,34,25,20,19,1,MIA,0.547511312
6,0,20101027,22010,CHI,40,0.43,2,0.14300000000000002,13,0.591,15,36,21,15,28,0,OKC,0.445437047
7,0,20101027,22010,ATL,42,0.525,8,0.5,27,0.871,9,35,20,15,20,0,MEM,0.566961605
8,0,20101027,22010,NYK,38,0.4320000000000001,7,0.292,15,0.882,13,36,12,16,23,0,TOR,0.526160083
9,0,20101027,22010,MIL,33,0.429,8,0.348,17,0.607,8,37,14,12,27,0,NOH,0.478504565
10,0,20101027,22010,IND,41,0.532,8,0.381,19,0.679,9,27,20,23,26,0,SAS,0.443900616
11,0,20101027,22010,DET,37,0.446,8,0.421,16,0.5329999999999999,10,27,21,6,19,0,NJN,0.484928048
12,0,20101027,22010,GSW,51,0.5539999999999999,8,0.4,22,0.846,14,31,25,13,30,1,HOU,0.515380975
13,0,20101027,22010,MEM,40,0.465,4,0.444,20,0.8,9,30,13,14,26,1,ATL,0.433038395
14,0,20101027,22010,PHI,36,0.434,7,0.389,8,0.727,10,28,24,19,22,1,MIA,0.445812228
15,0,20101027,22010,SAS,42,0.506,9,0.45,29,0.8059999999999999,9,26,29,14,21,1,IND,0.556099384
16,0,20101027,22010,LAC,32,0.405,5,0.278,19,0.633,14,27,19,15,20,1,POR,0.446391515
17,0,20101027,22010,CLE,36,0.444,6,0.3,17,0.81,8,29,24,15,20,1,BOS,0.543871279
18,0,20101027,22010,MIN,43,0.473,8,0.444,22,0.7859999999999999,11,35,22,13,32,1,SAC,0.495708234
19,0,20101027,22010,NOH,34,0.43,4,0.235,23,0.7929999999999999,6,38,23,9,26,1,MIL,0.521495435
20,0,20101027,22010,UTA,27,0.386,3,0.231,31,0.721,11,33,21,22,30,0,DEN,0.390243902
21,0,20101027,22010,NJN,39,0.488,6,0.429,17,0.708,9,35,17,12,23,1,DET,0.515071952
22,0,20101027,22010,SAC,39,0.459,4,0.364,35,0.745,14,31,25,13,24,0,MIN,0.504291766
23,0,20101027,22010,DEN,35,0.438,6,0.3,34,0.8290000000000001,12,34,23,16,31,1,UTA,0.609756098
24,0,20101027,22010,DAL,41,0.547,4,0.267,15,0.833,7,34,29,17,18,1,CHA,0.579701085
25,0,20101027,22010,CHA,29,0.397,5,0.385,23,0.958,8,28,22,21,15,0,DAL,0.420298915
26,0,20101027,22010,OKC,32,0.41,4,0.222,38,0.809,9,35,17,12,15,1,CHI,0.554562953
27,0,20101027,22010,TOR,36,0.383,3,0.3,18,0.75,12,33,20,12,20,1,NYK,0.4738399170000001
