Unnamed: 0,id,GAME_DATE,SEASON_ID,TEAM_ABBREVIATION,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,OREB,DREB,AST,TOV,PF,HOA,ENEMY,RATIO
0,0,20191022,22019,LAL,37,0.435,13,0.394,15,0.7140000000000001,9,32,20,15,24,0,LAC,0.453372843
1,0,20191022,22019,TOR,42,0.408,14,0.35,32,0.8420000000000001,16,41,23,17,24,1,NOP,0.53171407
2,0,20191022,22019,LAC,42,0.519,11,0.355,17,0.708,11,34,24,14,25,1,LAL,0.546627157
3,0,20191022,22019,NOP,43,0.422,19,0.422,17,0.85,16,37,30,19,34,0,TOR,0.46828593
4,0,20191023,22019,MIA,40,0.471,7,0.389,33,0.846,11,40,18,21,33,1,MEM,0.585342059
5,0,20191023,22019,NYK,44,0.468,10,0.333,13,0.722,5,34,24,14,32,0,SAS,0.461098013
6,0,20191023,22019,SAC,34,0.391,10,0.345,17,0.654,12,35,17,27,24,0,PHX,0.369861891
7,0,20191023,22019,MIN,46,0.426,13,0.302,22,0.7859999999999999,12,40,23,13,22,0,BKN,0.503952507
8,0,20191023,22019,CLE,33,0.375,9,0.265,10,0.667,10,44,20,16,15,0,ORL,0.449847457
9,0,20191023,22019,MEM,38,0.4270000000000001,5,0.156,20,0.667,9,31,22,24,31,0,MIA,0.414657941
10,0,20191023,22019,POR,36,0.414,7,0.25,21,0.913,13,35,13,20,25,1,DEN,0.461595273
11,0,20191023,22019,DEN,34,0.42,18,0.563,22,0.815,11,34,24,20,23,0,POR,0.5384047270000001
12,0,20191023,22019,OKC,32,0.386,10,0.37,21,0.677,7,41,15,16,23,0,UTA,0.474375821
13,0,20191023,22019,DET,41,0.526,11,0.458,26,0.7879999999999999,10,35,26,18,21,0,IND,0.5392406989999999
14,0,20191023,22019,WAS,37,0.398,11,0.268,15,0.833,11,36,26,17,32,0,DAL,0.461595273
15,0,20191023,22019,CHI,49,0.467,9,0.3,18,0.818,20,29,25,12,20,0,CHA,0.496015999
